column_id,publish_date,column_type,special_name,first_img_file_name,column_title
856c15ef7392d25ada367f5f6728a347e41e6775c2076729cf2df66e0b8fa6a5,2005-06-17,standard,,20050617_p1.png,"Altogether now: 'but who cares?'"
4c113d43d8f7cfb44f9b45cfd6b4efa1670d42389d5c67c8edc2a654aa3414cf,2005-07-15,standard,,20050715_p1.png,Put all-star games where they belong
d3d2108bf25b0c2450756ea523059be9c48c4ca9c2f77a16419cb6e7297585f5,2005-07-29,standard,,20050729_p1.png,Golf's fab four? Tiger says you can forget it
f205b080bf3e5755ba6c243ba5391bffcc04461cd792b05cdd8db2f340f39d23,2005-08-12,standard,,20050812_p1.png,The Eagles have landed as his team
1904edc41146695c3566c4cd9f0c60dac25cf364e32214da7cc4bf7bc6110719,2005-08-26,standard,,20050826_p1.png,Ban Indian mascots? Why not leprechauns?
ddff8ad5807d4b00dbccc29d975e19288cd27ff5aef422cd3872c90ca752b150,2005-09-09,standard,,20050909_p1.png,Do the panthers want to find weapons or cash?
2d49e35f26535b0d6a0a0b678897e58fbddff911d1a5a79679ccb3dcd6e5b95c,2005-09-23,standard,,20050923_p1.png,Word on the alk: Panthers are warming up
d879e1cbd71f3b67ebe073cb06f9c3f1649f3f1fa362be9ec04548f268875a69,2005-10-07,standard,,20051007_p1.png,Where have all the QBs gone?
cfb6d8de38540737e12949332e4a49b72bd15e43a6dc5739a996fa93197e0059,2005-10-21,standard,,20051021_p1.png,He told you he told you so one other time
90524f5a7124dd7315c4dbf5153b214ce459a24cf94549a2c4d556b5e1eb0182,2005-11-04,standard,,20051104_p1.png,"Vikings kicked his butt, anyway"
7e34c1af6590a42321234740f95888ca5bbec3726a3c43c9d399e1ea47cbe653,2005-11-18,standard,,20051118_p1.png,Tastelss Top Cat jokes? Not here
2ae32270335067eebcdf8b29bead62a84cc6ef07e18210e465f61c265b87703a,2005-12-02,standard,,20051202_p1.png,"Who's cool and who's ... well, not"
59661f20c1feef687c615fa13437fb1eac6e82073c900f188f1216e63866187b,2005-12-16,standard,,20051216_p1.png,Bush is better than good -- he's a can't miss
b3399fc55d0d7a3d21ebac5c4295e9a61d8bb641f45bd0f84bfd98d25f19ebfb,2005-12-30,standard,,20051230_p1.png,"NFL coaches: bad, worse, and worstest"
4b799a723b5d213289f889164b6064214a68ab132709cd13280e4db10cc1f927,2006-01-13,standard,,20060113_p1.png,Football tsunami swept him away
b6a69a38e78664ca00f6e5189c7d61096019c55d25691977e058c45a880ea833,2006-02-10,standard,,20060210_p1.png,Don't fret; you can always bet
39fd1a91d7eb9ac7b79757ec4886d18c0a2dbadf61c897b7d2d3a36b2f557704,2006-02-24,standard,,20060224_p1.png,No Olympics in this column
a66f65a11521c35ca76873145faba660cae0371d5d1e22c64096e33968396bd0,2006-03-24,standard,,20060324_p1.png,March Madness makes him crazy
35f79319bea43bc86ec5448271c683306e96f8fcba1c5bb56d4cfd59a9f2b276,2006-04-07,standard,,20060407_p1.png,Panthers signing of Keyshawn was all his fault
29fcd39567d25080fee1b673c4051fee0c7706bec5a6101008554d0aecb3c4fc,2006-04-21,standard,,20060421_p1.png,He's ready for opening day
81bddfd29ee9f4e79303b35800d3551325e2fa2368f8c37fc580fef409688c7b,2006-05-05,standard,,20060505_p1.png,Was he daft to bet on draft?
14e05c07ecc2cfe1a2201ee7c3297692a50143fb11d5bd93bcc41c0d2717e502,2006-05-19,standard,,20060519_p1.png,What golf needs is cheerleaders
c511cec5a67bcd5c1c3aacce33632c42a77da0bca840d4b490bb7d72ee33eac5,2006-06-02,standard,,20060602_p1.png,"Yee-haw, I miss way down yonder"
4ca6184168c3a4888133fa65849444309cc8e260dd7787fccf57581812cd5722,2006-06-16,standard,,20060616_p1.png,Can soccer unit Yanks and Rebs?
08aeb477d419dc479bce053817fb144ee0d6e04307f3c4eb401f7c678641d476,2006-06-30,standard,,20060630_p1.png,Memo to Cats: Sign Buckner
6274b2405db4da4ff312feebbc0b5743f0502a5003c6c6f48239e410777a117b,2006-07-14,standard,,20060714_p1.png,"Mets, Sox on top? Reminds me of '86"
8d2ddf66dcbd6cc3978fdbec8a54d75a4400e824aa1e2c7b3a1b874808620401,2006-07-28,standard,,20060728_p1.png,"Golfing Tigers, couching potatoes"
61507d200a3d9851f4687a66be675d23f95bbeb9ed0cdbcd20648a0729954ce1,2006-08-11,standard,,20060811_p1.png,"Pro Football Hall of Fame? Hey, I know those guys!"
871b77b2dd7deeec1351e7acb081bcc40e13e872f56379c6a7474144fba3ff83,2006-08-25,standard,,20060825_p1.png,"Glass houses, stones and all of that stuff"
a26575c4a9d9a59b7228e82a353d6e2f11fec3b9e9e01686122703352975f362,2006-09-08,cover,,20060908_cover.png,You never forget
9eebc009b0b6d380737c737b9ce7a399aa9c2fff6f2a8b17a7e0e4bdff9a5c1e,2006-09-08,standard,,20060908_p1.png,"Fall is cool, Bunting is not"
37e33a2e3b7ae28738abf7de3865ea3b6da0df82a3076a81e974d95a93b5e461,2006-09-08,special,911,20060908_p1_911.png,You never forget
aca32f59cdfadb5273eed8f82492bbbc704e2ba2f653427862c591bd3903f4d2,2006-09-22,standard,,20060922_p1.png,Irish were overrated and he told you so
bd5e485c9022a616d1942f3984d3b54448a934f6f23458a79c0366ca933b4191,2006-10-06,standard,,20061006_p1.png,Remote control hits the red zone
ebb4616db306834e2bc536aa848e610d1e238f3cfbc2c27378d52e69e20ff565,2006-10-20,standard,,20061020_p1.png,Bobcats looking like a contender
8b324cbf9c36fd60156492c820c30eaf04c487b8fdab1e4bec6cc063d4aa10ac,2006-11-03,standard,,20061103_p1.png,"Rail, stadium, schools? Let's build them all!"
7d436610de47ae86bd1d67e5a384d9e3a0d3253d18505183df6a00a046a08926,2006-12-01,standard,,20061201_p1.png,Jake the Flake takes the cake
27a842ff83b30f4948073892d314410c9e5736e8d5794d38289a6d376ff83216,2006-12-15,standard,,20061215_p1.png,"No longer a Heel, turned into a Wolf"
86016caf7e659fb38d59af8b9336ac3914d9fb06e3e1c286e4cf75c6dc4f5e0d,2006-12-29,standard,,20061229_p1.png,"Sorry, his awards were all intercepted"
a5db728ddb37158b1f98877f7f642731ffd16d9d71f8de24fa4b73639ff78e86,2007-01-26,standard,,20070126_p1.png,Get your fresh Shaq right here!
93b6927d2f77c3b521fee66d1dbf8a2f7382b76712a768c61b2e873415b8046d,2007-02-23,standard,,20070223_p1.png,Next NASCAR star is already here
b0a60a02a7e35728e5e019c2e9377e95a85a23c3c85e50f57cef52f34f929336,2007-03-09,standard,,20070309_p1.png,"Okay, no more Mr. Nice Guy"
017c90e7791663076374412ef0318449512137959955a7a7fbabcd83364a95b2,2007-03-23,standard,,20070323_p1.png,"Duke, the team we love to hate"
62ae18d7d89cda5b6ce525d9a6f1dce613176348ee508b121c8c4856253f64fc,2007-04-06,standard,,20070406_p1.png,"Tar Heels' loss provides lesson in economics"
ab951f6fd69dcc48009fb9e760a128e518ae37b1aab29cbddf8e8bb4f43dbbda,2007-04-20,standard,,20070420_p1.png,A boring time in sportszzz
c9cd5324eca65d41748d934f029c6d9e61019b292aa4c1f07966995b16a7c0a9,2007-05-04,standard,,20070504_p1.png,Crazy fans sell out golf but not the NBA?
68a5f0fc1a36845147421433266e4ba69c3ae1fd0e4800bfe364cf2477f31feb,2007-05-18,standard,,20070518_p1.png,Will Dale Junior leave his stepma in the dust?
9892648cd724238b897739d274e56468db707ae78e8137aeaf4c192da12f64d3,2007-06-01,standard,,20070601_p1.png,Welcome to the racin' version of Orlando
e2339af0866753fca1f67aeaed26eb25906d036c9bfbea935c403a6a6f9b44c2,2007-06-15,standard,,20070615_p1.png,A real role model shows up at HES
7c7a4218525401632086744e1757322d9141378f9ce43e9f1f8f54dc33aecf3d,2007-06-29,standard,,20070629_p1.png,Bobcat rix are like Ukranian oil stock
ee3b0ee603ac6cb642a4c3292af934e7625a71d2bf21fce1951d7a48e86e1302,2007-07-13,standard,,20070713_p1.png,Lake is unsafe? Pour in money
ebd547c28ee165b344c72a23f4e47faf978569439acb650edda8ce6517cad926,2007-07-27,standard,,20070727_p1.png,"Hey, it's supposed to be a down time!"
9f903ddaaa73282f4780d6ce525d6f01897de9848951a95ebf226c185da2e270,2007-08-10,standard,,20070810_p1.png,Michael Irvin has ratted us out
3e3f42c730ea0b168d8773c4cc0b11dbd218872cd883dbe3074eee570fe9ac33,2007-08-24,standard,,20070824_p1.png,Is dog fighting really that bad?
39efae4dce6fc0168f1817ce2500fba049210cd3c922e603d528b8e4810e14a0,2007-09-07,standard,,20070907_p1.png,Would he make good dog bait?
d599c7dccd0d583f1b3754cde1aa35b113444827cde1f3d36652c973b1186e3d,2007-10-05,standard,,20071005_p1.png,Now there's hope for girl athletes!
6457306c1a403529c95066ce1e56a26bb5512f95909f2db78191bed5ca14c003,2007-10-19,standard,,20071019_p1.png,Where have all the good quarterbacks gone?
2090154d2405a37a0236ef02b203a73b3f9c37317adad62a99269c0773a82ae3,2007-11-02,standard,,20071102_p1.png,Boston rising and Nov. election picks
381ca545d98422e8f53dcf95dbd65ff0e5fede512fce1d97f314cfcd1483f2bb,2007-11-16,standard,,20071116_p1.png,Our new Slogan: The Cheap City
1c2019aa3d0ba34392d16e9aba9ec693572b45dbd26379eb8559f77d9c95b665,2007-11-30,standard,,20071130_p1.png,"Half-price Panther tickets, guaranteed!"
a3879454cd47f3d15f1e5a047885b221d5c93c03100dc419a465dbabe58303a2,2007-12-14,standard,,20071214_p1.png,"Pizza costs more $$ than Cats"
1b3f7a0a571229758a913599e2837eb1ae210d07ba906bd357d8d7deed43566d,2008-01-04,standard,,20080104_p1.png,Call him the nice yankee for now
59a4f7eabaf43fd99014becd9d0e852781d282c5abf7301bf34534dfe9428c71,2008-01-18,standard,,20080118_p1.png,Some fan mail for a nice guy
2d6624075b7392a2f8e4d9c44de876620bfbf1c7e628373be1b5c1d4fefdad15,2008-02-01,standard,,20080201_p1.png,Gagggh! He's pulling for Pats
3275291d780b36c979e83f7aa57ef27c2b95488a606b1ad5cbba92a7818d92e9,2008-02-15,standard,,20080215_p1.png,He was wrong and he admits it
7b64538e1881d18a281282e4a4e5cc0d485ffc715e5d4845308765addfc231d1,2008-02-29,standard,,20080229_p1.png,Scalpers worried about big March
17940832341f4dada8f93978128c6858f0458aab42a8add704a025392c3a9b03,2008-03-14,standard,,20080314_p1.png,You won't catch him gabmling
68d7c708e2c4c6429102441f026678e0e8fa10e253263a411c50edc554779af8,2008-03-28,standard,,20080328_p1.png,Georgetown $$ down the drain
b9b8c5ec101e8515f94933b85d700bfdbf30c587013838751b97b9be6089fe77,2008-04-04,special,obit,20080404_p1_obit.png,Francis Xavier Walsh
